'ID_REF','IDENTIFIER','GDS2545.soft.gz_table_0.GSM152804','GDS2545.soft.gz_table_0.GSM152805','GDS2545.soft.gz_table_0.GSM152806','GDS2545.soft.gz_table_0.GSM152807','GDS2545.soft.gz_table_0.GSM152808','GDS2545.soft.gz_table_0.GSM152809','GDS2545.soft.gz_table_0.GSM152810','GDS2545.soft.gz_table_0.GSM152811','GDS2545.soft.gz_table_0.GSM152812','GDS2545.soft.gz_table_0.GSM152813','GDS2545.soft.gz_table_0.GSM152814','GDS2545.soft.gz_table_0.GSM152815','GDS2545.soft.gz_table_0.GSM152816','GDS2545.soft.gz_table_0.GSM152817','GDS2545.soft.gz_table_0.GSM152818','GDS2545.soft.gz_table_0.GSM152819','GDS2545.soft.gz_table_0.GSM152820','GDS2545.soft.gz_table_0.GSM152821'
'38608_at','LGALS7B',36.6,17.6,9.5,19.5,50.0,38.2,98.5,74.2,25.1,25.0,26.7,27.7,41.2,42.2,21.3,13.6,66.7,35.6
'38609_at','SGCA',162.5,279.1,256.0,20.5,458.6,46.9,64.7,43.0,28.1,50.3,35.0,24.5,80.8,445.4,301.0,182.9,37.0,163.6
'38610_s_at','KRT10',176.4,437.7,351.9,523.9,326.8,663.1,306.8,341.1,598.6,609.0,731.8,691.3,534.2,450.0,417.0,572.3,771.6,529.7
'38611_at','LIPC',5.0,2.2,5.5,3.1,7.7,7.9,15.0,80.8,2.8,4.4,22.5,10.1,9.4,59.0,11.7,5.5,6.5,86.6
'38612_at','TSPAN3',464.3,403.3,307.6,357.9,646.0,370.3,163.7,338.2,279.1,408.5,472.7,446.0,562.5,506.0,495.9,311.0,400.6,356.2
'38613_at','ZNHIT1',670.2,499.3,619.7,708.0,745.3,853.6,708.4,771.9,1124.2,619.0,644.1,687.0,567.8,717.8,668.6,569.1,838.8,800.4
'38614_s_at','OGT',99.1,84.0,147.3,219.4,174.7,138.1,146.1,153.2,94.4,215.5,173.8,230.2,206.6,169.0,108.4,176.2,234.8,203.4
'38615_at','OLFM4',419.4,1.9,34.6,45.5,5.0,80.7,81.2,44.0,30.2,869.8,1.3,4.1,119.3,49.2,5.5,24.5,2025.8,43.8
'38616_at','NDRG2',16.1,16.1,16.9,25.7,27.4,7.9,22.8,25.0,11.1,14.0,9.7,13.3,21.8,23.9,24.9,13.6,28.0,36.0
'38617_at','LIMK2',266.1,97.0,226.9,467.8,159.9,400.6,326.1,251.9,382.4,438.6,433.6,378.9,428.9,241.9,183.0,274.7,268.5,284.4
'38618_at','PPP1R14BP1',112.0,176.1,196.1,169.2,278.9,94.6,36.2,112.6,130.8,73.4,62.4,82.1,142.2,264.9,158.4,56.5,150.0,133.1
'38619_at','GOSR2',6.6,16.5,15.3,66.3,52.4,34.7,65.3,6.1,33.2,10.3,37.6,81.2,7.2,12.3,5.6,5.5,8.0,14.3
'38620_at','GOSR2',82.6,66.8,100.8,185.1,103.2,108.3,165.9,115.4,182.4,122.0,160.8,162.1,68.8,98.6,67.1,126.5,104.5,75.0
'38621_at','DDAH2',1054.2,799.2,1096.0,587.1,1121.2,776.6,786.9,936.0,872.5,604.9,698.3,758.1,1108.6,816.9,1122.2,1017.4,992.6,1063.3
'38622_at','MTG1',329.2,323.6,225.8,308.4,242.8,378.1,371.2,432.1,347.7,269.8,251.1,202.9,227.7,284.6,237.7,244.4,316.3,423.6
'38623_at','MTG1',141.7,25.6,20.3,107.8,67.1,146.3,297.8,34.7,157.2,104.0,115.2,123.8,112.7,39.1,107.4,36.6,131.7,181.3
'38624_at','SLC12A4',89.4,181.1,116.3,152.9,232.8,151.5,389.1,307.4,142.3,104.6,167.4,142.9,150.4,211.7,170.7,190.7,216.4,186.2
'38625_g_at','SLC12A4',162.1,251.5,262.2,109.2,49.2,39.5,92.9,188.5,33.2,95.8,124.3,109.0,155.4,52.4,219.9,126.9,49.1,207.7
'38626_at','ZZEF1',161.4,154.8,130.3,103.8,122.3,97.9,14.6,82.0,115.3,104.6,136.9,209.1,125.3,131.5,116.0,183.8,105.5,155.2
'38627_at','HLF',66.5,101.7,179.9,56.8,78.1,39.9,141.2,102.5,68.8,61.5,54.5,49.7,146.4,131.2,132.3,177.8,81.7,80.0
'38628_at','KAT2A',498.2,613.9,814.4,511.7,562.4,378.0,603.0,586.0,617.3,511.4,356.4,403.1,765.3,657.3,399.9,714.9,759.5,735.9
'38629_at','MAPT',96.5,144.6,135.3,98.0,125.3,174.8,497.6,233.3,199.9,139.2,173.2,74.0,110.7,128.7,150.5,186.1,165.2,234.6
'38630_at','LASS6',56.0,99.8,125.3,51.8,19.2,65.0,49.1,43.9,45.7,113.8,127.7,71.5,99.8,101.2,75.1,114.2,95.2,93.5
'38631_at','TNFAIP2',64.7,168.9,284.5,155.2,414.1,171.3,236.8,481.0,70.8,186.9,127.0,120.5,274.7,253.2,237.6,102.5,290.8,229.9
'38632_at','DNAJB5',139.2,635.7,257.8,196.8,307.3,189.6,60.3,183.6,243.9,116.3,260.8,121.5,187.4,298.3,577.2,511.8,262.6,175.0
'38633_at','MTA1',244.2,167.8,381.4,179.2,97.2,92.1,174.3,82.5,109.4,187.6,135.6,174.9,331.8,177.6,140.7,226.5,129.4,230.5
'38634_at','RBP1',505.0,500.8,186.9,124.5,363.8,91.2,277.1,366.8,75.4,137.3,134.4,121.7,575.9,195.1,692.2,77.0,307.9,237.4
'38635_at','SSR4',1969.8,1074.2,665.1,2529.5,1488.4,2941.3,599.8,1258.9,3404.6,2271.4,1974.1,2650.4,1256.5,1010.5,1140.9,1583.4,1697.1,2019.1
'38636_at','ISLR',681.1,1100.0,1721.4,409.6,1445.2,489.2,918.5,1557.7,696.9,583.6,549.5,330.0,1427.4,1802.2,1388.0,778.9,668.8,948.8
'38637_at','LOX',34.5,116.0,74.3,43.8,120.5,61.5,142.2,140.1,46.3,55.6,42.1,68.9,66.2,89.7,69.4,65.8,87.6,73.2
'38638_at','PDHA1',28.6,53.5,63.5,36.2,33.8,24.7,85.2,61.2,34.0,21.0,55.1,40.9,49.1,68.3,45.6,84.8,63.9,70.3
'38639_at','MXD4',117.6,105.9,142.9,47.5,27.8,42.6,29.9,40.5,156.7,39.3,107.6,78.0,142.2,26.6,113.9,136.9,43.2,226.7
'38640_at','ZNF593',421.4,112.9,42.4,409.7,190.6,427.7,39.8,54.9,413.9,272.6,230.1,265.8,54.7,147.0,102.5,57.6,221.3,81.8
'38641_at','TSC22D4',317.5,197.4,189.1,295.7,201.8,199.0,206.0,133.2,260.5,196.1,220.6,199.2,235.8,177.7,252.2,278.9,195.1,239.1
'38642_at','ALCAM',352.8,116.7,86.3,354.9,77.9,354.0,128.3,55.1,107.2,165.1,259.4,320.7,281.5,43.2,79.7,124.5,142.5,132.0
'38643_at','FAM114A1',299.4,777.4,231.3,266.4,359.6,263.4,157.7,315.0,249.0,272.5,370.7,308.7,300.1,216.4,352.5,510.4,282.9,253.5
'38644_at','PXN',196.0,41.7,150.7,179.6,117.3,149.9,390.0,433.2,50.6,215.3,107.0,128.9,168.9,249.1,31.2,298.2,56.6,303.3
'38645_at','ARMC8',35.5,32.4,117.7,7.0,7.5,5.2,31.9,36.9,3.0,8.6,36.8,7.5,13.2,7.6,51.4,9.5,9.6,7.3
'38646_s_at','REG1A',10.0,5.1,7.1,3.8,11.0,9.7,58.4,19.2,38.7,3.7,10.4,14.5,13.6,24.0,9.6,6.3,15.7,13.2
'38647_at','COPE',1738.5,1009.1,611.4,1291.9,927.6,1633.2,87.0,714.4,1819.5,1364.6,1166.4,1324.4,796.3,880.7,813.6,735.6,632.1,1049.2
'38648_at','ZNF384',588.4,555.9,492.4,490.3,411.6,345.8,421.6,417.1,452.6,444.7,427.8,463.0,871.2,350.1,483.5,512.2,429.6,421.9
'38649_at','FNDC3A',204.3,479.7,195.1,476.9,503.0,386.6,150.6,396.6,350.1,308.5,407.6,392.3,657.3,236.3,322.4,382.0,605.6,223.6
'38650_at','IGFBP5',1162.1,2310.7,5541.9,812.0,4648.1,568.9,1545.2,4933.8,537.6,1747.8,1103.1,3456.4,4636.0,3384.1,5319.6,2051.0,577.7,1756.2
'38651_at','FEZ2',340.7,890.3,854.6,400.1,831.2,390.4,564.6,585.9,285.6,435.5,420.0,446.9,622.7,867.1,901.0,584.6,421.9,569.1
'38652_at','C10orf26',355.2,605.0,346.4,400.6,322.1,634.2,467.3,351.8,459.6,421.3,490.3,386.0,641.5,433.4,300.4,410.4,321.6,331.8
'38653_at','PMP22',442.0,2263.0,2310.6,578.5,2193.6,494.2,1657.3,4343.0,614.3,594.6,644.1,394.2,1401.8,1655.4,1928.6,1103.1,1021.4,694.9
'38654_at','HNRNPU',127.6,167.2,189.4,225.4,155.6,221.0,203.0,130.2,182.2,190.2,214.7,243.7,195.6,182.5,167.4,214.3,149.5,217.0
'38655_at','TMEM106C',419.3,229.5,292.6,341.3,157.6,310.3,275.7,239.5,215.1,305.7,228.7,144.9,471.5,215.6,271.3,188.1,247.5,202.4
'38656_s_at','TMEM106C',156.0,138.2,170.5,232.3,103.5,299.3,25.7,62.8,140.3,209.4,150.6,67.1,154.8,99.9,103.2,55.6,56.2,122.4
'38657_s_at','CLTA',1459.3,1040.1,826.6,2015.0,708.6,1676.5,965.2,765.5,1771.3,1701.3,1134.5,1389.1,827.7,548.7,705.8,839.7,976.0,1082.5
'38658_at','X81636',32.7,39.2,74.3,63.1,35.0,98.6,164.8,70.5,60.1,73.6,78.8,111.0,29.7,68.2,124.0,41.3,40.5,76.9
'38659_at','SHOC2',296.6,407.9,280.7,327.3,225.3,244.6,182.5,232.1,298.0,293.0,337.5,414.9,405.1,239.7,356.5,390.6,199.1,300.4
'38660_at','COX6A2',195.3,234.9,4727.3,137.2,10040.8,89.8,401.4,247.0,119.2,100.5,153.1,96.3,128.3,12205.8,6383.2,322.9,363.6,270.0
'38661_at','RBM38',197.2,254.2,252.1,85.7,226.2,51.3,70.7,71.0,109.0,40.1,132.6,47.4,257.7,306.1,258.8,279.8,282.0,284.6
'38662_at','EIF2AK2',168.1,297.5,266.1,252.6,145.6,214.2,111.6,156.5,130.3,237.6,185.6,190.9,285.9,132.5,185.7,246.9,131.6,128.9
'38663_at','BANF1',2308.4,1480.2,1772.2,1775.5,2049.3,2000.6,1315.7,1619.9,2242.4,1550.9,2051.8,1981.8,1810.3,2205.3,2003.0,1565.1,2055.0,1825.8
'38664_at','CFDP1',488.1,280.8,260.7,577.7,278.9,422.8,116.1,224.6,320.7,333.9,388.9,518.6,623.4,267.0,357.1,387.3,330.2,350.3
'38665_at','CFDP1',128.7,70.6,78.0,127.5,102.7,110.3,171.5,120.9,80.2,93.6,43.5,144.1,162.2,79.8,85.2,97.9,96.5,171.9
'38666_at','CYTH1',232.0,98.9,177.7,251.3,92.9,209.7,37.7,111.1,250.2,346.3,223.1,349.1,238.1,156.5,157.5,142.3,187.9,321.8
'38667_at','GLOD4',231.9,108.5,121.9,265.7,125.1,299.6,17.9,153.5,243.3,209.3,333.2,329.5,217.0,118.1,166.5,207.6,180.6,239.1
'38668_at','GPATCH8',82.8,97.5,79.3,61.4,91.2,29.2,108.9,46.3,52.2,79.2,67.1,65.5,116.6,61.7,69.8,48.7,73.0,84.9
'38669_at','SLK',105.8,384.1,344.0,179.8,123.0,103.7,136.2,223.4,125.9,144.0,146.7,120.5,201.1,114.6,134.4,238.5,185.9,148.2
'38670_at','RNF114',115.1,95.0,118.0,190.7,147.6,164.6,19.3,79.8,241.9,145.9,224.9,249.4,124.7,122.1,108.6,158.2,113.4,148.3
'38671_at','PLXND1',241.0,406.9,546.5,277.3,461.7,212.4,455.5,557.8,273.6,232.0,288.9,267.5,402.9,279.9,420.4,347.5,374.4,320.7
'38672_at','PPP1R10',587.2,301.7,369.1,248.4,383.6,257.0,544.6,533.6,322.0,305.4,472.2,678.3,434.2,266.0,377.2,432.6,323.1,552.6
'38673_s_at','CDKN1C',78.1,26.8,125.8,13.3,94.1,31.6,61.8,146.4,81.1,87.9,67.7,80.3,158.7,143.2,97.7,104.3,14.5,91.2
'38674_at','KLHL9',884.3,523.1,800.5,765.2,591.4,796.1,262.8,653.9,866.6,1021.0,733.2,1174.2,991.3,556.8,856.2,895.5,810.6,776.6
'38675_at','SNRPC',488.0,310.3,402.7,629.1,543.9,644.3,127.3,519.1,568.2,499.1,498.1,422.6,263.0,582.7,318.9,195.7,419.8,329.7
'38676_at','HSPA13',60.8,74.1,88.0,78.3,68.1,58.5,99.2,95.9,51.1,87.6,106.9,138.8,121.6,105.5,145.1,73.9,76.1,75.4
'38677_at','HSPA13',11.0,22.5,38.7,41.6,75.3,37.4,71.2,25.8,39.5,58.7,57.9,41.1,21.5,45.0,36.2,32.3,56.5,39.6
'38678_at','SNRPE',59.1,58.1,96.0,73.2,196.7,65.8,175.0,91.7,157.0,81.5,185.8,181.4,79.1,45.0,46.4,80.9,118.4,66.6
'38679_g_at','SNRPE',1307.1,783.5,648.0,1074.3,546.5,1017.4,405.2,733.2,831.1,1112.6,1044.2,818.8,1034.2,537.0,797.3,677.7,761.0,618.6
'38680_at','SNRPE',73.5,40.3,29.6,78.5,87.9,87.8,100.8,60.1,80.2,36.5,64.7,77.9,128.6,80.9,64.4,73.1,95.6,100.9
'38681_at','EIF3E',1047.4,1069.7,1352.6,943.1,773.0,657.4,755.7,657.1,820.0,1477.5,1131.4,1002.3,1696.7,859.3,1005.8,1076.0,979.6,946.4
'38682_at','BAP1',150.7,184.7,121.0,59.0,44.7,53.0,29.0,34.5,20.1,99.8,44.1,67.1,139.8,204.1,142.0,64.5,34.8,142.2
'38683_s_at','ANKHD1 EIF4EBP3',488.4,244.2,304.5,315.5,328.8,156.2,119.7,128.5,246.7,328.9,239.9,434.1,360.9,355.8,235.2,270.4,238.3,407.4
'38684_at','ATP2C1',241.3,84.0,74.8,469.7,39.1,396.1,136.7,39.8,349.1,349.7,521.2,519.2,200.1,49.6,62.5,203.5,243.0,255.4
'38685_at','STX12',164.3,305.9,204.9,211.4,153.1,189.9,121.6,177.4,202.1,229.4,198.9,200.3,183.2,103.7,183.7,202.7,181.0,164.7
'38686_at','ATP6V0D1',1059.2,640.2,723.3,1073.3,826.3,1349.4,588.7,753.8,1245.1,1088.8,1005.0,983.8,467.4,922.9,779.2,639.8,825.3,840.9
'38687_at','ANAPC13',345.4,307.6,273.8,476.5,395.3,545.9,245.5,311.8,437.4,572.4,563.1,460.7,371.8,464.6,383.3,369.6,408.1,314.0
'38688_at','POGZ',410.9,472.3,805.1,453.3,678.6,429.8,441.4,531.2,429.7,477.4,413.4,654.3,769.8,488.2,556.7,684.7,557.4,798.4
'38689_at','C22orf28',673.5,535.7,334.5,738.8,455.4,818.5,386.3,373.5,619.2,609.1,562.4,709.9,209.4,271.8,326.6,346.3,244.9,472.7
'38690_at','CLDND1',294.1,677.3,418.0,323.4,293.5,299.1,342.2,414.5,351.9,520.3,349.9,324.4,531.8,440.6,494.8,491.3,479.3,357.0
'38691_s_at','SFTPC',80.5,96.2,97.8,105.8,184.5,246.4,425.4,308.3,149.1,207.1,142.5,113.2,36.4,61.4,71.7,56.1,75.0,133.8
'38692_at','NAB1',252.7,208.7,474.6,197.3,215.3,156.9,360.7,222.8,120.9,256.7,215.9,152.0,534.2,176.2,261.1,137.2,186.8,178.1
'38693_at','ATP5L',90.0,57.5,87.8,122.4,76.1,100.9,40.2,63.5,83.1,120.9,116.4,109.9,102.4,73.3,72.0,66.8,109.6,88.2
'38694_at','FAM115A',52.8,46.0,112.2,65.3,61.5,65.1,5.4,33.0,77.7,91.5,51.8,200.7,109.2,126.3,119.7,94.7,62.1,55.7
'38695_at','NDUFS4',411.1,430.2,454.0,309.3,846.4,422.7,232.2,394.2,363.8,435.0,412.6,369.4,380.5,975.9,534.4,284.8,192.2,315.9
'38696_at','CGGBP1',8.2,7.5,10.1,25.1,16.4,10.7,33.8,11.7,9.6,6.8,26.0,7.4,9.7,39.9,5.6,5.9,8.8,8.8
'38697_at','YIPF3',167.7,147.9,141.1,441.9,154.8,474.6,38.9,165.8,588.2,259.2,280.5,288.5,194.5,184.6,144.3,225.4,225.5,239.5
'38698_at','MOBKL3',222.0,232.7,182.6,216.7,267.5,207.3,178.4,237.3,250.7,350.3,335.8,189.7,207.7,272.4,237.7,210.0,142.7,236.8
'38699_at','TUBB4',13.1,45.8,53.3,27.0,51.1,23.4,71.7,14.4,8.4,8.1,11.1,6.8,16.2,26.1,13.7,45.9,21.9,16.6
'386_g_at','CTRL',16.9,32.2,69.4,22.3,23.6,20.2,39.0,27.7,24.3,15.8,15.4,19.4,19.2,17.1,19.1,18.6,17.8,146.2
'38700_at','CSRP1',5976.1,19559.2,11780.6,5250.4,6150.6,5523.5,1672.8,4868.4,8171.8,3644.1,6781.8,5150.8,6413.7,2775.0,14821.5,5851.8,6830.2,7280.6
'38701_at','UBE2L3',400.9,288.6,417.9,358.1,216.1,331.0,315.5,189.4,569.3,236.0,286.2,471.5,409.9,115.1,224.7,358.5,406.7,555.2
'38702_at','POLE3',460.9,266.7,237.7,318.1,318.1,221.4,214.0,302.8,247.2,264.3,324.8,344.1,168.2,361.7,266.6,365.9,376.9,356.4
'38703_at','DNPEP',688.8,768.8,628.9,524.4,699.6,526.2,753.1,750.4,628.9,701.6,501.7,398.5,633.2,488.2,643.9,596.1,564.6,635.1
'38704_at','MACF1',536.0,1168.8,1049.0,354.3,614.2,297.0,403.2,735.3,320.9,353.3,655.6,440.3,535.7,696.7,991.9,793.1,492.0,479.8
'38705_at','UBE2D2',287.9,288.1,225.1,233.3,183.3,215.5,133.3,220.5,231.9,302.1,348.7,313.9,329.5,292.9,341.6,292.3,222.5,196.6
'38706_at','E2F4',133.6,185.7,133.9,125.5,95.7,68.0,39.9,175.6,140.7,91.9,142.9,94.1,128.5,35.4,113.6,130.6,116.8,79.2
'38707_r_at','E2F4',1199.1,1340.9,1334.5,871.3,1462.2,1200.0,2825.9,2268.9,1046.4,834.5,898.0,805.1,1192.2,1484.3,1349.9,1211.5,2042.6,1346.5
'38708_at','RAN',2844.8,2577.4,2324.6,2085.6,2793.5,2320.0,1872.2,2338.5,2449.7,2502.4,2532.6,2099.8,1380.5,1756.9,2227.6,1695.1,1602.0,1501.8
'38709_at','BMS1',204.9,186.3,195.8,194.9,284.3,167.8,261.1,136.6,145.2,119.0,145.1,215.7,218.7,154.9,168.6,171.3,223.6,235.0
'38710_at','OTUB1',1309.6,614.9,716.5,602.7,937.5,766.7,1720.4,1272.2,871.7,761.8,706.6,812.2,1079.8,881.3,753.5,1110.8,1101.3,1180.0
'38711_at','CLASP2',232.0,189.6,348.2,196.7,234.5,183.9,140.2,168.7,163.7,264.0,249.4,244.6,252.2,234.4,290.7,158.6,234.1,268.8
'38712_at','C1orf9',115.2,37.9,78.7,79.9,76.0,78.4,91.2,4.3,73.1,79.3,75.2,125.2,94.3,63.7,78.4,79.6,67.6,80.9
'38713_at','SREBF2',543.0,788.7,451.4,593.4,367.1,608.4,132.5,262.0,687.6,552.1,670.1,902.3,617.8,472.9,669.0,502.0,642.8,717.4
'38714_at','GYPA',59.5,43.5,44.3,73.5,64.9,58.4,359.2,78.3,26.4,43.9,77.3,55.0,75.8,33.2,114.3,95.0,84.8,87.2
'38715_at','GYPB',110.8,10.5,64.7,41.6,12.1,79.5,197.5,143.8,15.1,10.9,55.8,13.1,54.0,61.5,91.5,14.3,106.9,20.4
'38716_at','CAMKK2',440.0,357.0,510.7,404.8,305.1,379.2,524.3,459.1,532.6,453.2,663.6,878.2,568.0,311.7,376.5,472.7,569.8,739.9
'38717_at','METTL7A',364.6,453.7,559.0,488.1,344.6,435.8,31.4,216.0,658.8,970.1,759.5,609.1,1034.8,460.9,323.0,767.3,282.3,390.0
'38718_at','COG4',375.6,293.5,355.3,271.8,360.3,268.4,100.0,430.2,247.9,243.7,180.4,177.9,266.0,198.6,235.4,313.2,347.3,248.1
'38719_at','NSF',451.0,299.6,216.2,514.2,180.6,249.3,199.2,207.4,255.3,274.8,372.0,510.9,193.3,119.7,187.7,238.1,280.3,244.4
'38720_at','CCT7',1089.8,1385.5,1247.5,1374.7,1575.4,1339.1,643.5,947.6,1633.1,1226.1,1310.6,1445.2,1068.0,1530.8,1173.1,1323.8,1096.2,935.3
'38721_at','CALCOCO1',438.9,383.3,534.9,388.4,379.0,344.1,286.2,392.9,261.6,357.3,254.4,282.4,472.2,459.7,421.4,524.0,530.3,443.0
'38722_at','COL6A1',816.8,2270.6,2400.9,581.9,1586.0,361.7,953.7,1857.9,561.5,786.0,688.7,833.6,1922.0,1389.4,1977.4,1292.2,1194.8,1278.3
'38723_at','OSGEP',95.1,97.0,9.5,86.1,33.2,72.0,74.8,54.3,77.3,55.8,66.4,92.7,88.2,23.1,76.4,81.1,51.8,51.7
'38724_at','BAT2L1',368.0,429.0,438.1,282.1,277.6,263.1,354.5,280.0,377.4,340.5,437.3,470.7,532.8,325.4,346.8,324.7,432.3,448.1
'38725_s_at','DPM2',253.6,165.2,40.9,215.2,140.0,235.4,110.0,228.5,261.6,202.3,217.8,240.2,160.6,91.0,122.3,223.0,265.0,180.8
'38726_at','DPM2',444.8,285.4,248.9,363.9,333.0,485.9,249.8,329.5,672.6,378.6,425.1,475.3,304.0,391.3,347.9,357.0,413.9,492.2
'38727_at','MCFD2',145.7,163.8,285.2,175.1,91.9,164.0,129.3,145.3,141.4,240.6,171.1,283.3,159.7,126.4,171.6,134.5,130.4,128.0
'38728_at','NUP205',115.5,127.1,79.4,127.5,64.9,69.7,39.9,132.7,81.5,115.4,123.9,70.4,96.5,61.4,190.0,126.9,157.0,130.9
'38729_at','FKBP4',1482.8,620.9,981.3,1348.3,862.8,1353.0,931.5,833.2,1893.0,1041.4,1143.0,1640.2,952.5,834.2,659.1,1248.8,1439.1,1078.8
'38730_at','MPRIP',669.5,1029.4,1035.4,512.3,1154.0,425.6,708.9,992.4,595.0,515.4,527.7,446.2,618.5,1156.2,943.5,911.9,732.2,688.3
'38731_at','LOC729143',4.1,6.5,28.4,12.4,7.8,3.0,28.7,9.7,3.7,5.5,7.3,5.5,10.3,16.7,5.3,9.9,12.2,5.3
'38732_at','CLNS1A',248.3,219.1,192.0,283.1,240.2,219.7,172.3,236.8,280.8,312.9,350.1,228.7,273.4,197.1,256.3,204.7,187.0,188.1
'38733_at','XRCC5',1229.9,947.5,1166.7,1065.4,862.1,979.0,1452.2,1161.0,704.3,1153.5,1387.2,1640.9,1253.3,954.7,1267.4,1261.5,1029.7,980.3
'38734_at','PLN',170.2,1107.4,674.1,254.2,1411.4,239.0,275.4,641.9,231.3,169.2,236.6,90.9,98.8,977.5,672.8,536.6,232.6,279.7
'38735_at','KIAA0513',435.2,582.7,344.8,272.1,563.3,381.9,338.4,366.5,337.2,262.4,387.0,371.4,248.6,428.2,370.2,440.1,447.7,320.2
'38736_at','WDR1',1062.7,1591.9,886.7,954.3,1037.4,972.5,610.5,990.5,1012.4,959.0,1151.7,698.4,765.1,859.6,1395.0,1013.6,786.6,485.3
'38737_at','IGF1',49.1,355.2,113.4,76.8,526.6,23.5,100.0,341.9,52.8,217.8,134.9,374.3,318.0,655.1,628.9,215.1,132.0,98.2
'38738_at','SUMO2',927.3,644.2,765.4,621.0,495.1,488.1,151.0,634.5,746.1,896.7,1173.8,935.0,970.9,580.4,853.4,936.9,450.8,836.9
'38739_at','ETS2',84.5,189.9,111.8,176.8,166.9,109.1,205.6,199.1,111.1,191.6,121.3,112.8,184.6,107.9,99.8,93.8,171.2,139.0
'38740_at','ZFP36L1',623.1,1022.2,1275.6,645.6,864.9,523.8,1172.7,1393.9,701.3,828.3,761.2,578.6,1057.6,1131.9,1162.3,1001.3,1268.5,647.4
'38741_at','CYTH2',193.2,296.6,111.5,212.0,186.0,252.1,82.6,138.4,263.0,156.4,142.2,154.5,300.5,196.2,245.0,135.7,193.9,277.5
'38742_s_at','RAF1',7.8,7.5,7.9,13.5,25.0,9.0,19.0,15.1,10.5,6.9,7.2,11.1,12.2,18.9,14.1,17.7,20.4,15.4
'38743_f_at','RAF1',226.5,413.8,461.8,276.0,372.8,292.6,36.8,287.2,227.9,298.9,349.9,347.1,421.6,539.5,420.6,344.9,332.7,333.0
'38744_at','SHFM1',398.6,464.9,397.5,554.1,335.7,574.7,281.0,336.4,396.1,526.4,619.2,946.0,433.8,465.1,523.6,507.6,425.0,395.7
'38745_at','LIPA',312.2,146.4,134.1,310.8,285.0,342.7,56.3,370.5,334.3,643.0,533.2,222.4,291.3,113.4,233.6,158.2,332.9,237.1
'38746_at','ITGB4',25.5,15.4,62.3,18.3,20.0,22.3,23.8,36.2,17.9,20.5,14.6,17.7,14.4,16.9,23.5,30.5,89.4,17.6
'38747_at','CD34',267.0,263.7,441.9,232.8,456.5,242.7,665.5,656.6,170.4,250.2,269.3,273.2,318.0,464.4,373.5,301.0,302.0,363.1
'38748_at','ADARB1',40.0,340.5,305.0,90.8,86.1,68.6,42.1,163.3,153.0,145.8,102.1,145.4,142.1,126.7,150.3,254.7,107.1,185.4
'38749_at','LYPD1',71.8,24.3,63.5,14.8,23.4,53.8,16.1,114.9,8.9,37.5,11.2,31.7,8.2,11.8,12.1,7.0,9.2,4.5
'38750_at','NOTCH3',342.2,316.8,1529.6,185.0,496.2,176.4,262.6,363.6,266.9,263.5,108.7,23.5,580.3,534.8,445.4,243.0,287.0,329.1
'38751_i_at','ATP5I',4114.2,2183.3,2819.6,2251.9,2273.1,1516.4,1147.5,1244.2,2985.0,2354.0,2263.2,2446.6,2257.0,2653.2,2302.5,2078.0,1963.4,1613.7
'38752_r_at','ATP5I',5264.5,4475.1,4892.3,3750.4,5532.0,3768.7,2407.4,4244.4,4587.0,3817.9,3720.4,3775.0,4022.9,4756.4,4906.6,3743.7,4636.3,4510.1
'38753_at','XPOT',147.4,191.8,84.9,106.7,85.3,61.6,81.9,161.5,91.9,129.2,110.9,200.9,47.2,91.0,120.5,80.6,88.0,142.7
'38754_at','NUPR1',1550.6,1306.8,796.2,2782.3,534.7,2611.7,569.1,973.1,1585.9,1037.9,1105.7,1493.9,652.5,380.1,697.5,693.0,714.6,924.3
'38755_at','FADD',173.7,241.1,174.3,128.0,164.1,108.1,352.4,116.4,200.5,153.2,257.3,181.0,251.8,194.8,168.2,222.6,162.0,171.0
'38756_at','RAP1A',84.4,159.0,33.8,73.2,112.3,53.6,336.8,204.6,60.8,63.3,113.8,20.6,85.6,112.8,171.1,154.7,130.8,130.1
'38757_at','PDAP1',79.3,57.0,39.1,49.7,90.2,74.9,142.1,92.6,60.1,84.4,61.5,62.9,85.3,210.1,123.1,72.8,90.0,55.4
'38758_at','PDAP1',1351.8,1120.6,1009.3,965.2,1200.7,983.2,1416.5,1173.0,968.4,967.3,1028.4,946.4,927.4,1457.8,1124.5,970.9,1102.8,959.4
'38759_at','BTN3A2',74.9,14.8,12.2,140.7,204.9,26.1,33.9,69.4,31.5,90.5,74.9,20.1,28.3,21.9,12.9,18.1,57.5,15.9
'38760_f_at','BTN3A2',120.3,6.0,85.5,214.5,73.5,179.5,65.9,45.9,104.6,118.8,101.3,48.7,60.3,52.2,22.8,77.4,102.1,61.2
'38761_s_at','FKBP9',217.1,396.1,324.7,129.7,306.1,155.8,50.0,301.6,236.7,238.7,235.2,192.5,333.8,315.8,367.7,197.7,173.4,332.7
'38762_at','DDX42',384.8,373.8,519.4,324.2,240.9,364.6,330.0,87.5,306.4,335.3,392.8,482.0,462.7,330.9,312.7,476.0,327.3,368.2
'38763_at','SORD',2344.5,255.0,371.8,5511.0,82.0,5469.4,90.0,195.9,4410.5,4786.4,4386.9,7090.3,652.7,158.7,98.2,2942.1,1993.2,2999.8
