'ID_REF','IDENTIFIER','GDS2545.soft.gz_table_0.GSM152804','GDS2545.soft.gz_table_0.GSM152805','GDS2545.soft.gz_table_0.GSM152806','GDS2545.soft.gz_table_0.GSM152807','GDS2545.soft.gz_table_0.GSM152808','GDS2545.soft.gz_table_0.GSM152809','GDS2545.soft.gz_table_0.GSM152810','GDS2545.soft.gz_table_0.GSM152811','GDS2545.soft.gz_table_0.GSM152812','GDS2545.soft.gz_table_0.GSM152813','GDS2545.soft.gz_table_0.GSM152814','GDS2545.soft.gz_table_0.GSM152815','GDS2545.soft.gz_table_0.GSM152816','GDS2545.soft.gz_table_0.GSM152817','GDS2545.soft.gz_table_0.GSM152818','GDS2545.soft.gz_table_0.GSM152819','GDS2545.soft.gz_table_0.GSM152820','GDS2545.soft.gz_table_0.GSM152821'
'1145_g_at','FGFR2',72.0,19.4,15.7,22.6,20.4,17.1,38.9,25.8,69.9,100.1,145.5,43.3,11.4,24.4,14.2,26.1,24.1,66.5
'1146_at','CD4',56.3,20.7,34.7,44.2,62.8,19.4,48.4,23.0,35.4,16.1,9.2,49.7,29.0,58.2,18.9,14.0,21.7,23.3
'1147_at','NR2F1',116.7,162.1,116.6,64.2,61.8,24.9,23.8,72.6,86.8,92.2,110.0,74.3,318.7,19.4,32.9,234.3,103.7,114.6
'1148_s_at','NRG1',62.1,18.5,11.6,40.8,42.7,4.9,180.7,123.4,24.2,43.3,29.7,34.2,48.8,44.7,14.6,27.2,12.7,13.1
'1149_at','TFEB',3.1,6.8,4.8,4.8,5.2,3.6,12.4,9.3,6.6,5.5,4.8,5.0,6.5,7.6,5.5,4.1,8.5,20.8
'114_r_at','MAPT',19.3,6.1,4.5,5.5,9.1,9.6,15.9,19.3,5.2,5.2,3.4,5.5,28.5,7.1,5.1,12.8,6.8,7.5
'1150_at','PTPRE',41.2,39.0,25.0,22.1,59.2,14.2,100.0,83.7,48.7,34.2,59.1,85.0,21.5,83.7,66.1,45.0,40.0,61.5
'1151_at','RPL22',1675.6,1249.2,1074.0,1028.6,1015.1,864.2,619.8,801.6,971.5,1356.4,1439.0,1126.0,1271.2,1189.4,1042.7,963.7,1524.4,1419.8
'1152_i_at','CGB2',59.0,23.2,40.2,44.8,11.5,59.0,110.8,3.7,53.5,6.5,6.9,34.1,9.2,58.3,60.6,69.9,17.7,7.1
'1153_f_at','CGB2',86.1,50.8,85.4,68.1,80.1,90.2,156.9,96.0,98.6,69.1,58.4,61.4,75.9,89.7,70.0,62.7,111.6,69.3
'1154_at','EIF2S1',165.6,259.6,163.7,332.3,190.9,287.1,385.9,200.9,217.2,234.7,259.8,244.6,105.5,220.7,116.8,176.1,212.6,158.3
'1155_at','MYCL2',135.9,105.7,128.1,152.9,198.0,159.7,463.4,113.7,148.2,150.3,115.5,151.0,72.9,145.5,130.5,153.6,72.3,237.4
'1156_at','SP1',8.1,10.5,7.2,8.2,10.3,18.0,49.8,17.5,64.9,26.7,20.1,9.9,10.9,28.8,4.8,14.1,15.8,87.0
'1157_s_at','IFNAR1',55.9,41.1,8.2,45.2,27.0,26.9,11.3,9.8,39.6,36.2,67.6,26.2,45.1,3.8,40.7,16.5,17.7,54.6
'1158_s_at','CALM3',469.7,718.1,766.0,535.8,507.9,361.2,262.8,340.7,314.7,504.0,564.7,359.2,652.6,555.8,838.6,784.3,498.8,589.0
'1159_at','IL7',21.7,23.4,7.9,15.3,7.2,8.0,6.5,40.7,18.7,25.6,36.7,13.0,32.4,13.6,5.0,2.5,11.0,45.0
'115_at','THBS1',89.6,570.9,22.8,231.4,320.6,239.1,1153.5,780.3,101.3,22.1,137.2,27.8,13.0,431.3,357.7,17.6,167.7,10.7
'1160_at','CYC1',591.3,686.2,610.3,527.2,1219.6,536.9,354.8,467.0,736.6,483.8,537.8,385.0,368.8,868.7,664.1,502.7,463.9,491.0
'1161_at','HSP90AB1',5220.1,2716.1,4302.9,3248.8,4798.0,2311.7,2649.5,2522.5,5088.1,3561.8,4757.8,4233.9,2477.4,4537.1,3120.5,2720.0,3065.5,3756.8
'1162_g_at','GNL1',244.8,121.9,189.9,127.7,153.9,90.4,175.5,202.3,255.7,108.9,203.6,176.4,193.3,243.8,155.4,161.6,200.4,198.0
'1163_at','PIK3CB',74.2,22.1,49.9,40.4,44.2,37.5,100.8,77.4,65.2,44.2,41.6,59.7,14.8,29.4,29.8,64.4,77.5,57.3
'1164_at','UBE2D1',56.8,62.8,70.9,76.3,114.4,74.6,94.8,44.1,53.4,64.4,98.6,58.2,55.2,74.8,55.1,86.4,65.5,86.4
'1165_at','IL18',47.0,7.7,42.9,33.3,24.6,32.9,7.9,30.6,6.3,41.3,39.9,16.4,12.7,39.0,20.8,53.5,72.8,43.2
'1166_at','PSMD2',735.7,863.0,970.4,767.3,725.8,627.3,833.5,974.7,703.6,655.1,691.5,927.1,516.2,1018.9,668.4,617.5,746.2,646.9
'1167_s_at','MMP15',246.1,304.4,203.1,333.4,389.8,441.1,776.5,377.3,325.3,278.0,360.8,198.1,255.3,429.4,314.2,296.0,432.7,451.8
'1168_at','PCDHB17',4.9,3.9,20.2,5.9,61.0,10.7,45.8,12.8,11.1,17.4,32.7,32.8,7.4,72.1,54.7,25.7,13.3,4.6
'1169_at','PCDHGB7',63.1,53.0,72.0,98.0,122.2,110.1,234.7,170.9,100.7,60.7,65.5,62.6,16.7,100.4,76.5,55.4,153.1,73.0
'116_at','PRKAR2A',32.2,39.1,35.0,72.0,43.3,86.2,119.4,52.8,62.1,54.1,33.3,87.4,65.0,64.3,38.2,68.7,108.4,61.8
'1170_at','CSF1',49.6,76.6,70.9,70.5,115.3,92.4,223.9,139.6,70.9,74.3,86.2,58.2,80.6,78.1,74.5,114.6,114.3,23.9
'1171_s_at','POU2F1',82.1,116.0,122.5,19.1,49.4,97.4,201.2,91.5,5.4,73.2,30.2,139.4,188.0,75.3,162.1,135.2,186.8,106.7
'1172_at','SAT1',12.4,43.3,12.9,10.8,13.5,8.6,41.4,12.9,25.0,12.9,14.3,19.7,13.5,25.6,8.6,17.6,27.9,17.1
'1173_g_at','SAT1',3778.0,1791.7,967.9,3476.1,1639.9,2975.0,1997.4,1282.3,1444.4,2488.8,4190.1,2825.4,2277.8,1766.6,2189.2,1445.3,2257.1,3041.1
'1174_at','MOS',5.3,5.5,9.1,4.1,5.3,8.8,21.6,16.8,7.0,6.3,3.2,5.0,4.9,11.2,8.0,8.2,7.8,4.2
'1175_s_at','CYP2C8',22.0,8.0,29.7,21.3,52.4,39.1,60.6,11.6,23.8,11.1,37.3,9.6,12.7,32.7,10.2,5.2,8.7,5.8
'1176_at','ITGB3',37.5,61.9,81.8,50.6,98.0,48.4,43.3,116.0,74.1,61.6,66.4,96.7,56.8,102.2,90.1,15.7,43.3,70.3
'1177_at','TIGR: HG2465 HT4871',92.3,38.5,88.5,113.5,77.7,91.9,211.8,95.3,80.5,115.6,120.1,110.4,114.0,111.5,67.9,109.2,142.2,100.8
'1178_at','DHFR',13.7,7.9,18.1,10.2,6.6,20.1,28.3,3.4,26.5,21.1,33.7,8.5,7.6,30.1,11.7,5.3,15.0,12.0
'1179_at','HSPA8',1404.8,2228.5,3019.8,1685.0,2613.7,1472.5,795.6,1452.1,2840.1,3050.6,2907.1,1550.9,609.3,3679.4,1281.0,1321.4,1447.8,1848.3
'117_at','HSPA6',54.1,64.0,75.9,109.3,67.1,26.5,319.3,150.7,21.6,50.0,59.6,35.6,10.5,87.2,64.8,11.1,109.1,76.3
'1180_g_at','HSPA8',1423.5,3477.7,3020.3,2187.3,5058.4,2177.0,1848.7,2979.8,3562.8,3677.4,3240.6,1982.6,850.9,4328.1,1838.0,1305.6,1895.4,2095.6
'1181_at','GNL1',29.7,19.8,67.1,30.3,26.8,21.5,22.9,23.7,45.0,21.4,56.9,102.3,39.5,28.5,32.5,28.5,33.7,24.7
'1182_at','PLCL1',29.4,102.4,105.6,34.3,48.1,24.3,42.6,41.2,40.1,19.9,42.6,40.7,29.6,72.0,45.5,70.9,18.3,31.8
'1183_at','CCL17',6.8,3.5,14.7,36.9,35.6,45.3,38.3,19.6,23.7,37.2,18.5,6.0,17.6,35.1,1.9,2.4,3.2,11.3
'1184_at','PSME2',945.9,344.3,412.2,1296.2,503.0,1430.0,628.3,482.0,443.8,700.1,965.2,796.7,557.5,625.0,451.8,446.6,577.6,443.3
'1185_at','IL3RA',13.5,137.5,166.4,113.7,247.5,31.9,422.3,244.3,30.8,32.4,79.4,111.6,134.6,236.0,134.0,36.1,219.2,33.2
'1186_at','GDF10',9.5,5.9,14.9,5.7,64.5,13.1,8.6,16.1,2.7,19.1,4.8,40.5,7.8,98.2,64.6,3.0,3.4,43.4
'1187_at','LIG3',173.3,73.8,72.3,104.5,161.5,212.3,342.6,247.7,177.2,84.5,141.3,98.9,89.8,47.7,82.3,49.1,132.7,135.8
'1188_g_at','LIG3',56.9,36.9,83.2,88.1,38.4,64.1,32.2,33.8,177.3,93.1,71.9,93.6,64.6,10.6,6.8,75.1,22.8,22.6
'1189_at','CDK8',138.0,351.5,162.4,159.3,228.8,138.2,143.4,129.9,121.7,139.2,308.8,113.7,63.4,154.2,162.6,208.8,128.9,200.9
'118_at','ITPKA',28.9,14.9,84.0,15.2,30.5,11.5,72.8,56.2,33.5,38.7,14.2,17.8,17.1,45.1,36.3,9.3,38.4,8.6
'1190_at','PTPRO',4.0,0.8,5.5,18.2,22.2,20.9,52.6,9.6,19.1,11.9,7.3,2.3,1.2,2.2,19.2,21.9,4.9,2.2
'1191_s_at','PSMD11',356.2,519.0,360.5,435.5,857.5,492.8,176.0,139.7,585.5,535.8,640.1,530.0,284.9,596.0,405.4,630.9,202.0,408.7
'1192_at','PSMD12',479.0,395.9,324.7,272.6,443.3,249.8,242.9,306.3,317.1,318.9,328.1,364.8,255.4,426.9,457.3,385.3,196.6,234.3
'1193_at','UBE3A',9.7,8.2,24.8,8.2,21.6,12.6,34.5,25.6,14.1,9.3,9.6,10.1,18.0,14.3,20.0,14.4,37.8,25.3
'1194_g_at','UBE3A',14.7,54.3,52.7,40.7,12.5,21.0,33.8,9.4,9.0,33.2,36.9,36.9,3.0,79.9,9.9,46.0,10.7,11.0
'1195_s_at','ITGB1BP1',64.2,95.0,67.0,8.5,39.4,52.2,71.8,85.5,39.7,48.6,35.1,24.0,87.8,98.2,102.0,65.9,76.4,61.4
'1196_at','SNHG3 RCC1',80.2,35.7,27.0,100.0,66.3,124.9,222.4,142.5,61.7,57.9,35.0,71.6,133.6,124.7,15.9,36.2,115.6,98.5
'1197_at','ACTG2',6625.0,22159.3,11753.2,7773.2,10312.4,7856.9,3080.4,7576.1,10447.7,3816.9,9415.3,8328.8,10135.3,3642.3,18996.9,16502.7,11375.0,10118.5
'1198_at','EDNRB',3.8,63.8,67.8,12.0,42.3,24.7,142.4,55.4,22.9,24.9,48.9,19.1,43.9,36.2,114.1,55.3,47.8,28.9
'1199_at','EIF4A1',1777.2,1116.2,657.7,1245.2,1200.6,1414.7,1161.5,987.6,1338.7,1139.0,1504.6,1623.6,1384.1,855.6,1012.4,1202.2,1389.1,1251.0
'1200_at','GLI2',17.0,17.9,21.4,19.1,25.3,18.8,140.3,28.4,14.9,20.5,14.2,20.8,12.2,25.1,24.2,20.1,23.6,19.0
'1201_at','RAB33A',50.3,12.3,69.0,15.6,68.2,52.5,80.6,76.7,28.8,51.4,6.4,36.1,6.6,65.4,36.2,41.7,80.4,8.1
'1202_g_at','RAB33A',38.0,99.6,11.5,59.7,84.9,36.2,78.9,188.1,17.5,57.9,25.5,92.4,98.1,48.7,60.5,75.8,97.9,20.6
'1203_at','INHBA',12.9,8.2,6.6,37.4,55.7,6.9,126.8,35.2,5.8,13.8,34.7,10.4,33.5,10.1,8.7,11.6,44.9,27.2
'1204_at','DGKG',3.8,5.5,4.5,7.8,13.6,2.6,38.3,18.6,5.2,9.2,8.0,3.6,4.9,10.7,7.5,6.7,4.2,9.2
'1205_at','D26528',7.0,2.2,13.8,15.0,24.0,14.5,10.7,15.9,6.7,3.3,6.9,8.1,20.0,29.2,4.4,20.9,32.2,4.2
'1206_at','CDK5',48.2,23.4,26.9,22.0,29.0,71.7,32.0,33.1,141.1,71.2,93.4,14.3,23.4,9.2,14.9,18.0,43.6,75.4
'1207_at','CDK6',87.7,36.0,62.2,5.5,76.5,31.7,170.5,157.4,59.2,29.4,58.3,16.5,48.1,72.4,7.1,31.4,30.5,73.9
'1208_at','PTK6',10.8,12.3,21.4,21.2,30.9,25.2,39.7,15.6,12.6,13.4,9.6,19.1,16.4,17.6,13.6,13.4,26.5,22.3
'1209_at','TRAF6',8.8,6.6,82.1,50.9,11.5,51.8,108.7,14.0,5.0,57.5,20.5,33.2,13.3,47.7,16.2,7.3,10.5,43.3
'120_at','ITGA1',284.8,679.4,253.5,113.2,207.9,86.8,230.9,190.4,104.7,141.6,305.2,199.9,377.6,155.9,347.7,608.0,221.4,192.2
'1210_s_at','TNFRSF25',20.4,7.6,16.6,21.3,26.4,23.4,51.4,17.1,21.4,23.5,14.2,19.7,20.6,26.5,9.6,21.5,18.4,27.1
'1211_s_at','CRADD',112.5,146.3,128.5,160.5,165.1,110.2,112.6,99.2,98.4,145.9,176.4,151.6,102.5,156.0,137.2,132.5,132.3,116.7
'1212_at','GSTZ1',180.7,25.3,153.5,181.5,65.9,193.9,49.4,134.6,212.6,153.4,199.6,192.7,67.0,60.7,42.7,22.7,132.2,202.0
'1213_at','SRPK2',76.9,102.4,136.4,85.7,69.6,53.9,134.4,112.7,95.3,57.5,114.7,114.4,105.5,69.9,79.4,98.2,96.9,44.1
'1214_s_at','IFNB1',5.3,5.0,22.9,3.8,3.8,2.0,11.2,6.6,4.2,2.6,1.5,1.6,2.8,5.1,1.4,3.5,4.8,3.6
'1217_g_at','PRKCB',8.0,77.2,46.4,24.0,82.6,26.0,89.2,58.8,37.4,52.0,46.7,50.3,12.9,46.2,104.6,17.6,42.3,60.7
'1218_at','NR2F6',405.9,173.9,234.7,186.2,158.4,187.9,102.0,147.6,305.7,166.9,223.3,233.7,196.3,233.4,173.7,252.3,294.1,341.3
'1219_at','IRF2',26.7,11.6,32.7,50.5,15.3,8.5,39.5,14.2,9.9,36.6,55.7,70.5,10.5,16.7,12.7,34.7,12.8,15.4
'121_at','PAX8',674.4,424.0,662.1,551.8,1025.0,849.6,2111.1,1201.7,603.9,514.3,557.9,694.6,591.2,781.3,771.0,904.8,1112.4,872.3
'1220_g_at','IRF2',176.9,183.9,168.9,141.5,200.5,183.2,320.7,236.5,127.0,168.9,256.2,222.4,256.8,250.5,116.9,184.9,193.1,235.0
'1221_at','RAB5B',66.0,21.0,141.3,95.1,50.6,89.5,187.2,21.8,67.1,47.6,87.7,90.0,57.0,121.1,22.8,117.0,215.5,135.0
'1222_at','CDK17',32.8,27.3,71.2,34.9,29.3,19.7,88.8,67.9,10.0,23.1,46.6,23.6,22.9,37.8,22.3,26.8,43.4,24.6
'1223_at','CDK18',81.1,53.7,62.2,89.7,170.2,94.6,192.3,15.2,77.1,58.5,82.9,85.8,24.8,212.5,143.4,16.2,31.4,135.6
'1224_at','CDK16',190.7,62.3,107.2,62.5,177.3,104.0,39.8,26.5,124.0,95.7,104.5,103.7,39.0,202.2,92.4,113.3,47.6,124.1
'1225_g_at','CDK16',365.0,95.7,243.7,165.7,300.4,137.9,77.4,38.8,174.9,142.5,232.9,171.3,225.3,522.1,270.9,183.7,171.8,168.1
'1226_at','ADAM17',81.1,5.9,45.0,2.8,77.8,15.8,47.9,102.9,54.0,49.2,64.5,44.8,75.3,18.6,27.8,72.5,141.5,2.7
'1227_g_at','ADAM17',10.2,4.1,5.3,5.7,19.2,7.7,16.7,15.2,11.5,10.1,33.4,4.4,9.1,10.1,4.9,11.5,17.3,5.5
'1228_s_at','CTAGE5',472.0,236.6,165.0,552.8,171.2,538.1,179.5,203.6,251.1,416.1,421.0,502.2,264.9,191.7,180.3,220.3,174.9,248.8
'1229_at','MTMR11',64.0,80.0,90.6,57.8,113.1,27.9,135.1,45.7,32.5,48.3,62.7,23.3,69.4,85.2,60.7,61.7,21.7,11.6
'122_at','PRIM2',79.5,55.1,48.1,151.9,113.2,89.1,32.2,25.8,279.4,309.3,175.2,273.7,14.5,14.3,9.8,70.9,109.6,193.8
'1230_g_at','MTMR11',136.9,242.5,227.1,89.4,210.0,99.9,275.0,233.4,90.3,121.2,128.0,80.4,360.1,161.8,236.3,126.6,199.8,131.1
'1231_at','UBE2B',34.9,48.9,80.2,46.3,22.1,87.6,49.2,35.9,34.6,46.1,49.3,72.5,57.7,71.9,24.1,56.5,63.2,57.1
'1232_s_at','IGFBP1',23.5,69.4,73.8,35.6,57.2,54.7,78.0,99.4,42.8,17.0,29.8,78.7,23.1,56.5,38.1,55.1,63.7,52.3
'1233_s_at','AXL',141.1,226.2,57.1,67.5,52.3,81.3,62.6,146.3,33.5,28.7,107.5,28.9,133.6,39.6,40.4,74.0,284.6,31.1
'1234_at','EPHA3',52.6,51.0,42.3,20.6,10.2,27.1,19.3,14.9,60.2,36.9,66.5,73.1,41.3,53.9,38.5,56.4,126.5,77.7
'1235_at','YWHAZ',2492.3,2320.7,1521.3,2125.2,1675.0,2092.8,975.3,1590.1,1776.6,2143.4,2250.4,2459.1,1766.1,1008.0,1735.1,1340.1,2097.3,1354.9
'1236_s_at','NF1',15.2,36.8,24.1,12.1,119.2,85.7,290.6,72.8,11.8,16.9,15.1,92.9,16.7,35.4,13.1,22.5,27.2,93.3
'1237_at','IER3',226.1,303.1,211.5,226.0,165.5,249.4,818.9,625.6,348.2,223.0,206.5,123.4,134.6,316.4,291.2,94.4,372.2,278.5
'1238_at','MAPK9',136.1,209.9,205.9,33.9,191.4,101.0,50.2,171.4,145.0,146.7,205.1,157.9,151.7,156.1,151.7,229.8,132.3,192.6
'1239_s_at','CASP2',6.6,6.7,38.8,62.0,26.1,12.3,133.0,75.2,10.8,30.1,11.3,25.1,49.9,96.4,43.9,14.2,10.7,72.6
'123_at','PRKD1',90.5,96.5,80.1,84.4,81.9,105.8,94.7,71.2,94.1,79.6,120.4,90.6,83.6,59.1,75.1,58.0,86.7,101.0
'1240_at','CASP2',76.3,97.3,118.5,89.3,94.9,17.2,380.3,147.1,39.3,79.3,84.6,78.9,75.1,84.3,154.6,73.6,163.7,105.6
'1241_at','PTP4A2',863.9,1458.2,1050.6,874.6,1426.1,863.0,626.6,950.2,1036.3,793.9,1039.9,1072.1,906.5,1343.5,1126.3,1108.5,758.2,769.2
'1242_at','ERF',236.5,131.1,82.1,69.4,66.4,67.8,43.7,140.1,119.9,131.4,116.1,124.8,211.0,31.8,130.6,64.5,367.4,180.8
'1243_at','DDB2',469.7,248.2,250.5,329.4,256.7,273.8,231.9,322.4,274.7,258.3,322.9,267.7,321.3,203.1,219.3,258.7,300.4,267.8
'1244_at','STAT2',167.0,92.4,103.2,137.5,168.3,117.6,347.8,233.0,132.8,139.3,154.7,144.2,186.9,156.2,164.4,144.1,203.6,200.2
'1245_i_at','PAK2',21.4,11.2,6.7,15.3,38.7,14.5,27.5,4.9,2.1,19.5,14.7,16.8,5.2,20.6,19.9,22.5,44.5,40.1
'1246_at','PTPRS',83.5,25.0,28.3,24.0,56.1,15.3,77.9,52.1,32.3,21.8,76.3,32.4,33.0,38.2,24.4,22.8,54.1,79.9
'1247_g_at','PTPRS',45.9,17.7,8.4,9.0,22.0,13.4,21.7,10.5,7.9,15.5,7.6,7.8,12.6,15.2,14.8,14.6,21.5,19.3
'1248_at','POLR2H',404.0,296.4,464.4,508.4,244.7,464.6,282.5,272.1,452.8,383.4,436.1,342.8,394.0,278.8,203.1,240.7,364.4,333.2
'1249_at','GAB1',8.4,33.2,14.3,15.9,4.2,6.9,46.8,21.6,3.1,27.0,3.2,6.8,8.0,29.4,22.4,29.5,16.8,39.4
'1250_at','PRKDC',145.3,112.7,99.3,157.4,115.8,117.2,80.8,152.1,160.7,176.2,141.7,215.3,167.4,128.4,105.3,129.1,105.3,72.5
'1251_g_at','RAP1GAP',385.0,84.7,39.4,394.9,41.9,341.4,85.6,43.8,481.4,319.4,312.7,543.7,385.0,112.6,65.7,317.2,221.8,256.0
'1252_at','REEP5',711.9,720.7,760.9,1879.7,631.2,1300.2,501.8,666.9,585.8,906.2,1533.0,1839.3,616.4,735.4,831.0,925.4,835.1,890.1
'1253_at','GSK3B',98.8,69.6,12.0,74.7,42.4,36.8,52.7,19.8,52.0,73.0,95.0,97.8,113.5,128.0,78.1,119.5,108.8,133.3
'1254_at','GUCA1A',98.7,65.5,48.7,90.4,119.4,117.1,477.6,237.1,103.7,107.8,75.2,98.3,53.7,86.0,79.6,167.1,145.1,101.8
'1255_g_at','GUCA1A',26.4,46.9,44.5,67.5,54.9,50.3,103.2,168.0,54.5,44.9,38.0,33.7,67.2,63.3,48.1,62.0,80.4,51.7
'1256_at','PTPRD',49.9,4.4,40.2,41.2,87.1,32.1,54.4,23.3,37.5,47.8,34.4,20.4,28.7,31.8,17.7,9.1,24.5,20.4
'1257_s_at','QSOX1',271.2,397.0,294.1,202.4,300.6,104.8,269.6,470.9,129.3,135.2,97.0,110.4,183.9,352.2,266.5,133.8,181.5,176.6
'1258_s_at','ERCC4',67.2,78.4,33.2,73.4,88.4,58.6,65.3,48.6,59.7,44.5,108.1,49.7,59.6,140.6,104.5,83.4,44.3,78.5
'1259_at','ZNF23',60.9,77.0,118.2,82.5,190.5,115.5,425.7,335.2,70.4,113.5,122.2,138.9,141.4,295.0,94.2,132.7,257.6,193.6
'1260_s_at','GSTA3',18.9,12.3,84.2,34.1,6.5,9.6,19.6,29.0,11.6,11.0,5.2,13.5,14.6,49.5,1.9,10.8,21.4,1.9
'1261_i_at','GSTA2',12.3,99.7,22.6,72.9,15.5,17.4,197.6,27.5,45.9,11.5,15.5,14.7,20.8,21.5,22.5,25.8,28.4,15.2
'1262_s_at','TGFB2',42.0,60.2,54.5,21.5,164.7,20.0,18.1,36.3,34.8,27.2,69.2,33.7,46.4,53.1,102.3,69.5,87.3,60.0
'1263_at','IL3',65.9,20.7,85.8,68.7,35.8,37.5,305.9,52.6,102.2,24.9,75.0,129.5,104.8,126.1,89.7,103.5,114.6,100.0
'1264_at','PTPN2',11.6,1.4,19.5,19.0,39.3,2.7,67.5,7.8,12.5,17.0,21.7,16.9,11.2,9.8,22.4,1.5,4.9,7.7
'1265_g_at','PTPN2',20.4,4.1,3.6,42.0,18.8,39.7,12.3,43.9,0.8,22.3,16.5,3.9,3.0,2.1,4.8,32.4,2.8,42.6
'1266_s_at','LCK',13.3,24.8,15.5,84.3,25.0,15.3,34.9,13.1,70.5,30.9,11.0,76.7,12.3,15.3,58.1,61.8,17.5,15.6
'1267_at','PRKCH',63.8,17.3,12.3,113.4,13.5,113.9,39.9,92.0,142.3,96.5,119.4,92.2,5.8,52.8,38.6,21.3,11.7,141.5
'1268_at','UBA1',2053.5,1348.5,1656.6,1944.4,1528.5,1821.8,1020.0,1390.7,1575.4,1421.7,1404.4,2029.2,1220.6,1537.4,1323.2,1624.6,1339.5,1486.4
'1269_at','PIK3R1',73.6,46.4,91.0,76.6,42.9,63.8,40.4,89.0,65.8,82.0,107.0,100.7,309.1,98.2,96.4,244.2,123.6,126.5
'126_s_at','SSX2B',4.1,1.9,3.9,18.6,5.6,10.9,2.3,2.4,13.4,13.6,8.3,1.2,1.0,16.1,1.5,1.5,1.2,13.8
'1270_at','RAP1GAP',585.5,200.7,107.5,431.8,176.1,552.7,632.8,300.6,568.9,325.2,386.8,573.4,500.0,249.4,321.1,351.1,382.2,594.8
'1271_g_at','RELA',647.9,884.0,355.7,447.0,178.2,398.2,572.1,638.0,405.4,488.2,459.5,374.3,783.2,404.8,502.6,327.4,578.1,433.5
'1272_at','EIF2S3',43.5,138.0,85.4,48.5,244.1,55.0,41.7,53.5,96.0,57.9,101.5,159.0,86.1,149.7,92.6,73.4,72.4,82.0
'1273_r_at','CDC34',121.8,223.7,114.4,149.5,103.0,198.4,110.5,202.2,129.4,174.5,111.1,178.3,73.9,203.2,121.3,133.3,212.5,242.7
'1274_s_at','CDC34',221.9,286.0,214.0,167.5,174.0,190.8,237.4,156.3,149.4,166.3,179.0,132.5,159.7,220.1,186.2,202.4,134.5,183.5
'1275_at','PGGT1B',19.1,8.7,56.8,34.3,5.4,29.2,128.4,49.5,23.4,12.2,43.5,53.7,25.0,31.8,9.2,11.1,36.9,45.6
'1276_g_at','RBPMS',702.3,1426.7,1019.7,422.5,480.0,311.7,536.6,855.2,444.8,486.3,530.4,324.3,798.2,338.6,1120.1,1051.8,548.8,479.8
'1277_at','ARHGEF16',77.4,75.2,38.5,97.5,46.2,68.7,94.8,60.4,94.5,45.8,19.1,55.0,71.2,112.8,37.0,40.0,74.5,125.3
'1278_at','AXL',200.5,718.9,308.6,133.0,279.6,103.3,224.4,530.6,159.9,251.8,215.8,87.4,242.0,268.9,438.3,268.0,180.3,190.6
'1279_s_at','CDK3',25.5,22.6,30.4,89.5,37.2,20.3,69.7,48.7,66.7,18.7,20.4,18.6,50.9,29.1,55.1,42.6,60.6,35.8
'1280_i_at','MKNK2',185.8,146.0,157.8,131.2,218.9,164.3,709.8,377.0,135.6,184.8,113.8,112.0,132.3,128.5,110.6,277.8,191.8,243.9
'1281_f_at','MKNK2',3.9,3.1,5.4,4.9,5.8,4.8,12.6,9.3,3.2,2.9,3.4,2.7,5.6,11.6,5.8,12.8,12.4,10.5
'1282_s_at','MARK2',11.1,3.5,37.2,11.9,32.8,24.1,76.2,7.0,48.7,12.7,18.2,61.4,27.9,17.4,17.6,24.1,69.8,102.2
'1283_at','MAP3K13',3.5,3.2,4.9,6.3,3.9,22.9,11.4,23.2,6.0,6.0,5.0,4.1,6.6,5.8,2.8,4.4,13.8,5.7
'1284_at','PRKD3',54.5,48.1,75.4,49.9,32.3,58.9,162.6,24.4,14.2,55.1,122.4,97.8,168.4,104.2,176.4,161.0,151.5,137.0
'1285_at','NEK1',30.1,33.9,8.1,3.2,9.1,4.7,27.7,3.6,7.0,14.3,32.1,26.2,45.1,34.8,37.0,50.5,50.9,34.2
'1286_s_at','TIGR: HG429 HT429',1.5,3.8,29.4,20.2,5.9,2.7,57.8,5.7,25.3,13.6,1.7,6.5,6.7,3.6,9.9,10.6,8.4,28.8
'1287_at','PARP1',560.2,553.3,385.6,532.5,407.2,391.0,143.3,224.4,525.2,466.3,685.5,383.3,471.6,268.2,574.3,573.8,340.2,438.5
'1288_s_at','EEF1A1',16277.3,27448.2,25382.5,21139.1,26059.0,20809.7,25011.3,34869.7,22383.2,16851.1,19459.3,21055.3,22296.1,20162.1,22074.4,21695.5,24494.0,29355.4
'1289_at','GSTM5',142.4,189.3,199.2,169.5,288.1,144.7,544.4,371.1,137.9,120.7,126.3,177.1,195.3,207.7,247.6,317.1,384.5,160.1
'128_at','CTSK',47.6,72.8,53.5,51.6,28.2,7.9,33.2,126.7,45.2,113.8,41.7,31.8,9.2,99.2,38.1,36.3,16.9,89.8
'1290_g_at','GSTM5',147.8,175.2,286.8,60.8,281.9,103.5,95.5,57.7,140.7,165.1,118.5,87.0,281.5,166.2,264.6,145.0,210.3,220.1
'1291_s_at','FGFR4',119.2,130.8,103.8,65.8,170.6,126.0,293.0,90.5,104.0,44.2,69.1,73.8,105.7,140.2,61.2,119.3,196.8,110.9
'1292_at','DUSP2',8.3,5.5,27.8,12.8,9.1,7.9,55.3,34.7,13.2,22.6,8.1,10.2,14.1,9.2,9.1,21.0,93.4,13.2
'1293_s_at','GPLD1',6.2,16.2,21.5,4.8,44.2,4.5,21.9,26.2,16.8,3.7,6.1,9.8,11.8,16.0,39.3,14.2,15.5,10.1
